insurance_type,age,vehicle_age,claim_amount,annual_premium,incidents,witness_count,policy_type,collision_type,police_report,is_fraud
auto,18,3,886.45,896.51,0,1,basic,none,yes,0
property,77,11,3441.7,1651.84,0,2,basic,front,no,0
health,28,0,2280.67,1274.12,2,1,premium,none,no,0
auto,54,6,1586.82,1110.19,0,3,standard,none,no,0
property,29,11,9934.94,1417.44,0,0,basic,none,yes,0
health,75,5,5181.99,4382.1,1,1,basic,rear,yes,0
health,63,11,3565.71,1942.41,0,2,standard,front,no,0
property,67,9,2451.95,1217.0,4,0,basic,none,no,0
property,44,15,4479.73,724.65,2,2,basic,none,no,0
health,46,3,7288.15,764.57,0,0,premium,side,yes,0
auto,57,1,2040.85,1382.67,0,2,basic,rear,yes,0
health,66,10,3628.67,1317.06,3,1,basic,none,yes,0
health,70,5,6685.17,1616.43,1,0,standard,front,no,0
health,19,14,938.98,580.51,0,1,basic,side,no,0
auto,59,1,3497.14,1727.03,2,1,basic,none,no,0
health,24,11,2695.92,3022.58,0,0,standard,side,no,0
health,35,19,3315.35,4070.09,0,2,standard,rear,yes,0
property,69,1,2562.81,701.19,1,2,basic,rear,yes,0
property,33,6,4009.16,1211.12,1,2,standard,side,yes,0
auto,67,16,13996.17,1179.54,0,3,standard,rear,yes,0
health,46,10,2902.29,1944.7,0,2,standard,side,no,0
health,32,3,4465.77,982.51,2,3,standard,rear,yes,0
health,38,4,14710.58,4192.83,0,2,standard,none,yes,0
auto,50,15,2477.46,1847.82,2,2,basic,front,no,0
health,65,17,12968.42,1700.07,0,3,standard,none,no,0
health,55,7,3654.54,4009.24,2,2,basic,none,yes,0
auto,75,9,12674.25,1793.59,0,2,basic,none,yes,0
property,71,15,6155.74,2208.68,0,2,premium,front,yes,0
property,64,3,4514.17,1242.15,0,3,basic,side,yes,0
property,55,4,3477.46,911.19,0,1,basic,none,no,0
property,35,15,2352.35,1332.51,0,0,basic,side,no,0
auto,43,3,3839.33,5396.4,0,1,standard,none,yes,0
property,25,15,6823.67,2481.23,0,0,standard,none,no,0
property,41,9,3607.69,2074.07,1,1,basic,rear,yes,0
health,75,19,2917.15,1109.66,1,3,standard,front,no,0
auto,44,0,3054.75,2851.57,3,0,basic,none,yes,0
auto,25,18,7293.46,917.04,0,3,premium,none,yes,0
auto,58,4,8583.64,825.9,1,2,standard,none,no,0
health,77,0,2282.43,1367.25,0,1,basic,none,yes,0
health,71,14,2280.13,4804.2,0,1,premium,front,yes,0
health,34,10,4748.34,4670.15,2,3,basic,side,no,0
health,46,16,10607.03,1442.86,2,0,standard,none,no,0
auto,50,2,8120.88,1290.65,0,2,basic,rear,no,0
auto,33,1,1515.81,796.17,0,1,basic,none,yes,0
health,34,11,3026.45,1879.98,3,2,premium,rear,yes,0
auto,32,17,1898.04,1960.6,0,3,standard,none,no,0
property,79,8,3019.18,2683.23,3,3,standard,none,yes,0
property,64,15,11193.48,2850.8,0,1,premium,rear,yes,0
auto,70,18,1345.04,1638.09,0,2,basic,none,no,0
health,68,17,1172.38,2387.53,0,1,basic,none,no,0
property,77,10,2038.59,1273.7,3,2,standard,none,no,0
property,24,13,4452.04,2364.97,0,0,basic,side,yes,0
health,72,10,5622.48,1403.02,0,3,standard,front,no,0
property,22,13,4945.4,2274.99,2,0,basic,none,no,0
health,47,11,8291.45,2184.74,1,0,basic,side,no,0
auto,54,10,1059.8,1871.32,0,3,basic,none,no,0
health,40,8,8365.2,2689.93,0,1,basic,side,no,0
health,27,13,2926.41,824.52,0,0,basic,none,no,0
property,29,15,6075.66,1061.61,0,2,basic,none,no,0
auto,69,18,1441.73,1579.67,1,1,basic,side,no,0
auto,37,12,3653.61,878.63,1,3,standard,side,no,0
health,37,2,4295.78,1475.23,2,3,standard,side,no,0
property,75,11,8176.55,1499.2,1,2,basic,none,yes,0
health,26,6,1200.29,3480.19,1,1,basic,rear,no,0
auto,74,0,3720.18,1941.6,0,1,basic,none,yes,0
property,75,1,1703.32,3025.15,0,2,basic,none,yes,0
health,55,11,5186.67,2102.41,2,3,standard,side,no,0
property,28,18,6273.26,1383.22,0,2,basic,none,no,0
property,27,10,8964.42,1933.06,1,0,premium,front,yes,0
auto,35,8,2503.59,2603.76,0,0,basic,side,yes,0
property,53,1,6967.83,3283.62,1,2,basic,none,no,0
auto,27,13,9439.24,1692.3,1,1,standard,front,no,0
property,46,1,1152.54,793.33,0,1,basic,rear,no,0
auto,25,16,5589.48,765.94,2,1,basic,none,no,0
health,51,16,7122.1,1535.78,1,2,basic,none,no,0
auto,19,19,3037.81,561.75,1,0,standard,none,yes,0
auto,61,5,1560.03,4436.19,0,0,standard,side,yes,0
property,21,3,7044.97,2436.86,1,0,basic,none,no,0
auto,30,5,1572.38,1315.76,1,2,premium,side,no,0
auto,28,15,3213.62,1038.13,0,2,standard,front,yes,0
property,69,4,3540.11,3023.16,3,3,standard,side,no,0
auto,21,17,6008.18,1036.06,0,0,basic,none,no,0
health,44,3,2348.09,1086.68,0,0,premium,none,no,0
property,54,0,2254.74,1232.78,0,0,basic,rear,no,0
auto,49,4,3901.99,1914.18,1,2,basic,rear,yes,0
auto,60,15,7364.85,2466.11,0,2,standard,none,no,0
health,67,12,18055.67,3282.42,1,0,premium,side,no,0
health,42,7,1267.45,3048.75,1,1,basic,side,yes,0
auto,69,13,4540.26,1808.74,0,0,basic,none,no,0
health,37,12,1701.77,3011.7,0,2,premium,front,no,0
auto,79,11,7429.16,1292.72,0,2,standard,rear,no,0
auto,49,10,1887.52,727.47,1,0,standard,none,no,0
auto,63,2,2270.48,1292.63,2,0,basic,rear,no,0
property,72,5,2410.31,1208.18,2,2,basic,none,yes,0
auto,67,10,3451.83,1318.18,1,3,premium,none,no,0
auto,70,2,4565.29,1119.14,1,3,basic,rear,no,0
property,51,9,5108.14,1435.75,4,2,standard,none,no,0
auto,20,2,3626.28,2465.15,1,2,standard,none,yes,0
property,48,15,1435.22,4262.57,0,3,premium,none,no,0
property,29,2,6059.91,763.05,0,3,standard,none,no,0
auto,73,1,3508.45,949.69,2,3,basic,side,no,0
auto,32,12,8210.87,1217.16,2,1,standard,none,no,0
auto,32,4,2218.49,2651.47,1,1,premium,none,no,0
auto,33,7,1186.08,1631.94,1,0,premium,none,yes,0
auto,57,6,3555.25,1258.84,1,0,basic,front,no,0
auto,53,4,9019.7,2587.29,1,1,basic,none,no,0
auto,76,15,4075.14,2916.66,0,3,standard,side,no,0
property,43,13,3166.02,1791.16,0,1,standard,none,yes,0
auto,35,4,1979.81,1202.18,1,2,basic,side,no,0
auto,21,13,12461.97,2069.66,0,3,basic,rear,yes,0
auto,18,14,1770.96,1609.0,0,1,basic,side,yes,0
auto,41,10,2191.24,1602.78,1,1,basic,none,yes,0
health,75,11,5426.36,1399.4,0,2,basic,none,yes,0
health,50,18,993.05,2871.22,0,1,premium,front,no,0
auto,73,9,8885.83,2048.66,1,1,standard,none,yes,0
health,24,7,5636.03,3034.65,0,3,basic,side,no,0
auto,23,10,6832.61,3526.86,2,1,standard,side,no,0
property,69,16,5381.28,2274.44,2,1,basic,rear,no,1
auto,24,14,3252.61,1403.55,4,3,standard,front,no,0
health,21,1,1729.86,3041.67,2,2,premium,front,yes,0
auto,43,9,3300.89,2282.06,0,3,basic,rear,no,0
auto,75,14,1839.66,6645.42,0,1,premium,rear,no,0
health,60,4,5116.92,2111.28,2,3,basic,side,no,0
auto,24,19,6404.43,2562.77,1,3,standard,side,no,0
health,69,16,10237.02,2090.61,1,0,premium,none,no,0
health,70,16,4723.18,1720.64,1,0,standard,front,yes,0
auto,67,1,6954.91,1588.59,0,2,basic,rear,no,0
property,73,11,2957.2,2094.61,0,2,basic,rear,no,0
auto,32,10,2605.05,2346.28,2,0,basic,none,no,0
property,78,12,5072.4,3220.18,1,2,basic,none,no,0
auto,37,17,2777.95,2109.96,0,0,basic,front,yes,0
auto,67,7,4395.91,1434.48,1,3,basic,none,no,0
auto,53,10,1732.23,1535.44,0,2,standard,none,yes,0
health,66,13,1964.24,933.12,1,3,basic,none,yes,0
health,56,15,5680.45,4148.93,0,0,basic,side,no,0
health,57,15,6772.89,1379.41,0,3,standard,none,yes,0
auto,56,6,1826.29,2932.82,1,1,basic,front,no,0
auto,66,19,5822.18,2076.16,0,0,standard,front,yes,0
health,63,0,2507.61,2104.57,2,1,standard,none,yes,0
property,26,9,3683.26,1704.92,0,1,standard,front,yes,0
auto,69,12,9816.9,1219.38,1,2,standard,none,no,0
property,51,1,6407.61,1114.02,2,3,standard,rear,yes,0
health,38,9,6355.72,4290.82,1,1,standard,front,no,0
health,49,11,13851.56,1914.06,2,2,standard,rear,no,0
health,77,12,2224.49,3173.64,0,0,standard,none,yes,0
auto,71,2,1826.01,3613.58,1,3,standard,side,no,0
auto,69,5,2196.27,1472.29,0,1,basic,front,yes,0
health,46,4,3046.81,2234.46,0,3,basic,none,no,0
property,66,12,700.51,1849.19,0,1,standard,rear,no,0
health,41,6,3148.87,1013.73,1,1,standard,rear,no,0
auto,60,11,2486.92,1647.9,0,3,standard,none,no,0
auto,57,14,6302.06,2425.4,0,0,basic,front,no,0
auto,33,15,4659.64,1408.79,2,2,basic,rear,yes,0
health,34,3,2391.11,1536.99,2,1,standard,side,no,0
auto,21,18,5502.58,1657.92,0,1,standard,side,yes,0
auto,26,3,6040.75,5196.63,0,2,basic,side,no,0
health,44,0,2126.04,722.69,0,3,premium,none,no,0
auto,47,0,2578.29,2323.48,1,1,standard,side,no,0
auto,28,4,766.82,1592.93,1,2,standard,front,no,0
health,43,17,1696.87,1312.48,1,0,standard,side,yes,0
auto,55,4,2165.21,1573.51,0,0,basic,none,yes,0
auto,32,13,3834.97,2524.22,0,2,basic,none,no,0
auto,38,8,1878.51,2597.39,1,2,basic,front,no,0
auto,40,0,2541.69,1984.27,2,0,basic,none,yes,0
property,49,8,1544.21,3122.44,1,3,basic,side,no,0
health,40,0,4104.26,3409.83,0,1,standard,rear,no,0
auto,63,9,4904.95,2719.46,0,1,standard,front,yes,0
auto,38,11,4825.43,1375.96,1,1,basic,none,yes,0
auto,44,10,3672.59,2315.13,2,1,standard,side,no,0
property,41,5,1238.0,2320.64,2,2,standard,front,yes,0
health,29,15,2359.09,1202.53,0,0,standard,none,no,0
health,60,11,2737.73,824.92,0,0,premium,none,yes,0
auto,32,5,2745.43,657.61,0,3,basic,none,no,0
property,36,8,3837.16,1872.31,1,2,basic,none,yes,0
property,67,2,9876.16,2098.59,0,1,premium,none,no,0
auto,76,18,6428.31,1001.35,3,3,basic,front,yes,0
auto,59,15,1823.91,3050.36,1,3,standard,side,yes,0
auto,74,5,5854.01,1951.02,1,2,basic,none,no,0
health,70,13,5699.94,3550.08,0,2,standard,rear,no,0
auto,47,13,2070.93,2176.05,2,3,standard,none,no,0
auto,65,12,6595.92,1060.86,1,3,standard,side,yes,0
health,38,1,3254.31,2273.65,0,1,basic,side,yes,0
health,46,17,1357.0,2527.68,0,2,standard,side,yes,0
auto,51,19,5007.25,1374.97,0,0,premium,none,yes,0
auto,77,19,4238.11,879.15,0,2,standard,side,yes,0
auto,70,19,3104.55,1901.02,0,0,premium,none,yes,0
auto,48,18,3546.74,1096.17,1,0,premium,side,no,0
property,58,14,2200.94,3166.7,2,2,standard,none,yes,0
health,30,1,5580.82,1475.0,1,1,standard,none,no,0
property,67,9,3531.88,4282.54,1,0,standard,none,no,0
health,52,4,4090.88,625.11,0,3,premium,side,no,0
health,51,4,4675.07,1934.1,0,3,standard,side,no,0
auto,65,16,1622.61,3694.85,1,0,basic,rear,yes,0
auto,57,16,1946.92,1158.46,1,2,basic,front,no,0
property,22,10,775.14,1669.7,1,1,standard,none,yes,0
health,35,14,5406.3,1478.05,0,3,premium,side,no,0
property,28,2,1558.46,1284.49,0,2,basic,none,no,0
health,63,4,3995.0,2043.28,0,1,premium,rear,no,0
auto,20,17,4720.6,946.04,2,3,basic,none,no,0
auto,30,9,5550.52,1710.46,1,2,basic,none,yes,0
auto,55,10,1567.42,2340.21,4,0,premium,none,yes,0
health,61,9,3478.61,1623.68,0,1,premium,front,yes,0
property,49,4,11721.69,1096.52,1,3,standard,none,yes,1
property,71,16,12088.63,3026.29,0,2,premium,rear,yes,1
health,74,15,7267.2,2604.85,0,0,standard,side,no,0
auto,26,13,4611.21,1074.28,3,3,premium,none,no,0
auto,77,7,1801.59,946.67,0,1,premium,rear,no,0
auto,56,12,6021.16,1123.31,0,0,basic,none,no,1
property,57,19,3259.68,2374.72,1,3,basic,side,no,0
health,23,12,5390.37,2075.15,2,3,basic,side,no,0
health,56,9,2337.9,2683.94,1,2,basic,none,yes,0
property,62,5,3225.83,1535.98,1,2,basic,rear,no,0
auto,54,10,4084.29,1138.69,2,0,basic,none,no,0
property,23,7,4325.98,2862.42,0,2,basic,none,no,0
health,50,12,5144.1,1370.97,4,3,standard,rear,no,0
auto,76,0,2427.37,1984.8,0,0,basic,side,no,0
health,62,3,1421.83,833.0,1,3,basic,rear,no,0
auto,26,15,11354.27,1359.8,1,0,basic,front,yes,0
health,77,7,20795.21,2995.0,0,1,basic,none,yes,0
auto,77,8,4980.05,1263.78,0,0,standard,none,yes,0
auto,28,10,1441.16,2716.91,3,1,premium,side,no,0
health,67,8,2119.14,563.68,1,2,standard,rear,yes,0
auto,43,15,5199.84,1366.9,0,3,standard,rear,no,0
auto,54,4,9309.41,1659.58,1,0,premium,side,no,0
property,45,15,1557.72,4321.12,1,3,standard,front,no,0
auto,66,4,3337.47,1007.74,0,3,basic,none,no,0
health,79,7,4176.18,2528.79,1,0,basic,side,no,0
health,67,11,6668.86,3067.03,0,3,standard,none,no,0
auto,75,17,2862.58,1260.49,0,3,standard,front,no,0
property,76,4,1218.44,1500.03,0,0,standard,none,yes,0
auto,23,11,5624.22,1940.72,1,0,basic,none,no,0
auto,33,1,8001.28,862.0,1,2,premium,none,no,0
auto,62,1,3436.42,1440.07,1,1,standard,front,no,0
health,54,15,4835.15,3422.26,2,1,premium,side,no,0
auto,21,14,2611.96,2348.02,1,1,standard,side,no,0
auto,23,7,2014.16,1671.75,1,1,basic,side,no,0
health,50,12,7468.86,1913.21,0,3,basic,none,no,1
health,56,7,4775.47,2417.41,0,0,basic,none,no,0
auto,28,5,5132.04,2660.33,0,0,basic,none,no,0
auto,28,8,10419.98,1368.94,0,3,premium,front,no,0
auto,26,6,1739.95,3894.66,1,3,basic,side,yes,0
auto,53,16,2473.98,3491.81,2,3,basic,none,yes,0
health,18,8,4066.56,2536.72,0,3,basic,side,no,0
auto,53,6,2452.79,1186.21,0,0,standard,rear,no,0
auto,47,10,6299.31,1085.6,1,3,basic,rear,no,0
auto,46,15,3193.33,1535.63,0,1,basic,none,yes,0
health,60,5,1817.52,1863.82,2,1,premium,side,no,0
health,50,18,3812.5,746.77,2,1,basic,none,no,1
auto,63,9,4102.03,2315.42,0,3,premium,front,no,0
health,65,13,7004.29,3441.74,1,2,basic,none,no,0
health,75,19,4794.37,2412.06,1,0,standard,none,no,0
auto,67,8,5028.13,1289.45,3,0,standard,none,no,0
auto,50,3,4556.02,1215.36,0,2,basic,rear,yes,0
auto,48,14,3191.49,2100.49,0,3,standard,side,no,0
property,32,0,2205.36,1674.63,1,2,basic,rear,yes,0
auto,55,9,4456.8,2256.39,0,3,basic,front,no,0
auto,26,19,2883.65,2442.7,1,0,premium,rear,no,0
health,75,8,11883.14,3121.11,0,1,premium,none,no,0
health,70,13,9316.36,1026.53,2,2,basic,side,no,0
property,25,10,5670.24,2019.91,0,3,standard,none,no,0
auto,66,4,4745.38,1507.58,2,1,basic,none,no,0
auto,25,6,3423.53,1721.04,2,2,basic,none,no,0
health,62,10,1506.0,2785.56,0,0,basic,none,no,0
health,23,2,3129.66,2941.17,1,2,standard,rear,no,0
property,48,8,3908.78,3638.12,0,3,standard,rear,yes,0
health,58,8,4275.34,2236.79,0,3,standard,front,no,0
auto,63,16,5057.74,1711.27,1,1,premium,none,yes,0
auto,43,2,6939.13,1593.3,2,1,standard,rear,yes,0
property,75,16,2242.83,759.47,2,3,basic,front,no,0
health,66,8,2257.12,3532.88,3,2,basic,none,no,0
auto,30,13,10052.73,1539.25,2,1,standard,side,yes,0
auto,59,11,6245.94,2328.43,0,1,basic,none,no,0
health,63,5,2769.61,2538.93,1,2,basic,none,no,0
auto,38,18,3377.71,970.04,0,2,basic,rear,yes,0
health,63,4,3388.36,1139.48,0,2,basic,none,yes,0
health,73,0,3722.32,3918.68,2,0,standard,rear,yes,0
auto,68,15,5068.9,2090.62,0,0,standard,front,no,0
property,65,12,21471.78,1352.5,0,0,standard,none,no,0
property,57,17,4158.17,1697.36,0,0,premium,rear,no,0
auto,34,9,5789.6,3112.3,1,1,standard,none,yes,0
auto,67,0,1118.19,2884.65,1,1,basic,none,yes,0
property,40,0,2593.0,868.67,0,1,standard,none,yes,0
auto,50,8,8605.62,4093.44,1,3,basic,side,no,0
property,37,4,4825.26,2930.93,0,0,premium,side,no,0
auto,37,18,168.62,1675.32,0,3,standard,front,no,0
health,27,2,5836.09,996.39,1,0,basic,rear,no,0
health,77,17,13942.75,3062.55,3,2,standard,rear,yes,0
auto,27,4,900.42,2294.37,2,3,standard,rear,yes,0
health,23,2,10546.73,872.27,2,3,premium,none,no,0
auto,76,5,523.03,1609.95,1,2,basic,rear,no,0
auto,52,2,7020.57,8630.75,1,0,basic,side,no,0
auto,45,8,3618.97,1823.02,0,1,premium,none,yes,0
auto,63,6,702.76,1247.65,0,1,standard,rear,yes,0
auto,41,10,4975.58,1091.98,0,3,basic,side,no,0
auto,25,10,8148.49,4385.46,0,1,standard,rear,yes,0
auto,63,0,4697.2,2762.47,0,3,standard,rear,no,0
auto,28,2,5482.84,3654.52,1,3,basic,side,yes,0
auto,52,3,2729.37,2046.92,2,0,basic,rear,yes,0
property,76,3,989.33,3384.66,0,3,basic,front,yes,0
auto,76,1,5909.43,1183.04,0,2,basic,rear,no,0
health,40,6,12392.26,1961.17,0,2,basic,side,no,0
auto,66,10,8028.13,2087.09,1,1,basic,none,yes,0
auto,55,6,905.5,3609.14,1,1,standard,none,no,0
auto,47,6,1260.89,2120.53,1,2,standard,side,yes,0
auto,26,9,2013.89,1322.45,2,0,basic,none,yes,0
health,41,10,1193.82,1866.9,2,2,basic,none,no,0
health,58,6,3755.34,781.95,0,2,basic,none,no,0
auto,79,4,4795.3,566.52,1,0,basic,front,no,0
auto,18,8,1337.85,2739.88,0,0,premium,rear,no,0
property,62,0,6272.87,1499.11,1,2,basic,front,no,0
auto,70,9,5545.67,1586.51,0,2,premium,front,no,0
health,76,18,2480.68,2739.34,1,1,standard,none,yes,0
health,44,7,3226.76,3635.51,1,3,standard,none,no,0
auto,25,2,929.96,2361.95,0,2,premium,rear,no,0
auto,34,14,2885.39,4741.16,2,2,standard,none,yes,0
auto,70,2,3659.82,2324.7,3,0,standard,none,yes,0
health,72,3,4097.46,2102.97,0,2,basic,none,no,0
property,57,2,4746.74,2038.96,2,3,standard,none,no,0
auto,25,17,4319.82,950.75,0,0,basic,side,yes,0
property,25,19,3025.89,2916.09,1,2,basic,side,yes,0
auto,47,11,4448.56,532.33,0,0,premium,none,no,0
auto,54,12,7342.41,1348.67,1,0,standard,rear,no,0
health,20,12,3405.51,1828.89,1,0,basic,none,no,0
property,60,12,4547.43,1218.19,2,3,premium,none,no,0
auto,51,10,3196.08,1442.48,1,3,basic,none,no,0
health,18,19,2315.24,4535.49,0,0,premium,side,yes,0
auto,23,14,5250.17,3140.11,2,2,standard,none,yes,0
property,46,1,2468.44,1283.17,1,2,basic,rear,yes,0
property,62,7,4770.96,1429.7,0,2,basic,none,no,0
health,69,19,3713.68,954.8,0,2,premium,front,no,0
health,44,8,2943.18,2572.15,2,3,basic,none,no,0
health,36,4,2893.73,1595.8,0,0,premium,none,no,0
property,78,17,2551.19,676.39,0,0,basic,front,no,0
health,46,12,1150.49,1901.49,1,0,basic,front,yes,0
auto,37,11,4760.11,2251.81,0,3,standard,front,yes,0
property,45,8,4281.6,2926.52,0,0,standard,none,no,0
health,18,2,6599.63,1742.93,1,0,basic,none,no,0
health,36,7,2509.85,1500.67,1,2,standard,none,no,0
health,49,8,13722.18,4881.13,1,1,basic,rear,yes,0
auto,74,18,2791.08,1814.01,1,2,basic,side,no,0
auto,63,6,1973.22,2590.95,0,1,standard,front,no,0
auto,66,2,1816.05,1380.54,1,0,standard,rear,yes,0
property,51,8,1081.66,2552.82,1,2,standard,none,no,0
health,24,19,10644.94,873.22,0,0,standard,front,no,0
property,42,9,9506.65,1435.07,1,1,standard,rear,no,0
auto,79,7,5544.28,988.18,0,3,basic,none,no,0
property,20,13,1944.46,1336.1,1,0,premium,side,no,0
auto,72,12,12937.53,3378.66,1,0,basic,none,no,0
auto,60,5,2846.36,1331.2,2,3,premium,rear,no,0
property,35,19,3015.99,2589.26,1,1,standard,rear,no,0
health,66,11,9957.5,3860.81,1,1,standard,rear,no,0
property,69,1,5774.68,1783.28,4,2,standard,front,no,0
health,20,8,16996.66,2971.68,2,0,basic,none,no,0
auto,24,18,4333.39,2357.94,1,0,basic,none,no,0
auto,59,7,2757.5,1916.43,1,3,standard,rear,no,0
property,79,11,2372.59,2631.1,2,3,basic,none,yes,0
auto,19,12,999.35,4536.76,0,3,basic,front,no,0
health,59,14,2995.85,1314.7,1,0,standard,none,yes,0
auto,26,17,8112.94,1119.23,1,2,basic,side,yes,0
auto,58,2,5536.87,1086.85,1,3,basic,none,no,0
property,56,10,3693.08,2972.66,1,3,standard,none,no,0
property,23,10,1814.46,3180.15,3,1,basic,none,yes,0
auto,60,3,4267.62,1382.27,0,1,basic,front,yes,0
auto,73,13,7398.03,621.41,2,0,basic,rear,no,0
auto,71,2,4922.16,1290.29,1,0,standard,rear,no,0
auto,19,9,4091.7,2377.79,0,1,premium,none,yes,0
property,33,6,2084.18,1748.72,3,0,basic,none,yes,0
auto,32,3,6681.03,1978.66,1,3,standard,none,no,0
auto,46,16,406.53,1391.76,1,0,basic,front,yes,0
health,26,4,4759.95,3002.03,1,2,standard,rear,yes,0
health,70,5,22009.41,2146.5,2,2,basic,side,no,0
auto,66,17,1266.66,2424.14,0,0,standard,none,no,0
property,68,17,3074.94,1957.71,1,1,standard,rear,no,0
auto,30,0,3620.84,2350.03,0,3,standard,none,no,0
auto,18,5,2633.82,2273.98,0,0,basic,rear,no,0
property,74,14,7521.06,1136.79,1,0,standard,none,no,0
auto,35,15,5068.07,2178.8,1,0,basic,side,no,0
property,58,19,4050.56,2685.85,0,0,standard,none,no,0
health,74,11,6361.95,3221.4,1,3,standard,none,yes,0
property,20,0,3683.89,2226.2,1,0,standard,side,no,0
auto,18,17,33721.98,1115.85,0,1,standard,front,yes,1
auto,18,3,4047.86,1205.13,0,3,standard,none,no,0
property,27,2,4174.28,1454.51,1,3,standard,none,no,0
property,21,13,1099.57,1987.7,0,0,basic,rear,no,0
property,68,12,2488.87,1700.85,0,1,basic,none,no,0
auto,55,1,8128.77,1030.84,1,0,standard,side,no,0
health,78,3,1429.64,1027.76,2,0,standard,side,no,0
auto,67,11,804.09,633.17,1,3,standard,none,yes,0
auto,77,5,3724.25,380.03,3,1,standard,none,no,0
health,32,13,9504.5,1692.75,3,2,standard,rear,no,0
health,35,8,3750.58,5768.2,2,0,basic,side,no,0
health,70,11,2877.6,4439.91,3,1,basic,side,no,0
auto,33,9,991.34,1108.63,1,1,premium,none,no,0
property,21,7,4996.92,1948.77,0,2,basic,none,no,0
property,59,6,5784.24,869.32,2,3,basic,none,no,0
auto,67,13,1046.06,938.18,1,0,standard,rear,no,0
property,78,10,8056.0,993.53,2,2,basic,rear,no,0
property,75,11,6222.87,1615.26,1,1,standard,none,no,0
auto,25,11,8043.51,1650.4,0,3,standard,rear,no,0
health,65,4,5477.85,2051.55,1,1,standard,rear,yes,0
property,70,18,5753.58,2518.98,0,1,premium,side,no,0
health,61,11,5242.24,1527.76,0,2,premium,none,yes,0
auto,68,14,6687.07,1841.07,2,1,standard,none,no,0
health,69,17,1019.3,1046.38,0,3,premium,none,yes,0
health,45,18,1273.16,923.11,0,0,basic,rear,no,0
health,20,13,2175.02,854.5,0,1,basic,none,yes,0
auto,46,15,3324.67,2501.45,0,0,standard,front,yes,0
auto,30,9,4777.61,1526.98,1,0,standard,side,no,0
property,25,14,4570.04,709.41,0,0,basic,none,no,0
auto,25,6,7958.33,1751.9,2,1,basic,none,no,0
property,61,14,8135.13,968.35,0,0,basic,rear,no,0
auto,49,1,1976.99,4147.2,1,3,basic,none,yes,0
property,51,18,4302.72,1353.69,3,2,basic,none,no,0
auto,64,4,2011.26,2542.12,0,3,premium,none,no,0
property,51,13,3191.44,3116.55,1,3,standard,none,no,0
property,57,0,4560.8,1121.63,0,3,standard,none,yes,0
auto,23,3,334.92,1878.11,1,1,standard,none,no,0
auto,70,19,19690.09,2384.47,2,3,basic,side,no,0
property,45,16,5412.61,1915.57,1,1,standard,front,no,0
health,27,4,2399.48,2165.81,1,3,standard,none,no,0
health,68,2,14032.89,930.0,1,0,standard,none,yes,0
auto,63,16,2854.92,2385.15,0,3,basic,none,yes,0
property,21,19,3994.86,1417.88,1,1,premium,none,no,0
health,29,3,2588.98,2153.23,0,2,standard,none,yes,0
auto,18,13,11572.59,2864.06,1,1,basic,none,no,0
auto,34,5,3382.97,2526.03,1,0,premium,side,yes,0
auto,24,14,4042.58,2152.45,2,1,basic,front,no,0
property,62,8,8456.14,2492.56,1,2,premium,none,no,0
property,50,2,5484.04,2550.91,0,0,standard,front,no,0
auto,78,6,3505.04,3819.03,0,0,basic,none,yes,0
auto,64,10,7921.01,1777.52,0,3,basic,none,yes,0
auto,55,15,21524.31,1962.51,0,0,standard,none,no,0
auto,49,0,4546.84,2881.41,4,2,standard,none,no,0
property,21,19,3951.03,1414.89,0,1,standard,none,no,0
health,22,12,4102.86,927.38,0,1,basic,none,no,0
auto,56,17,9111.57,2313.73,2,1,standard,none,no,0
auto,18,18,2393.62,1631.06,0,1,standard,side,no,0
auto,20,3,2996.43,988.55,0,2,basic,none,no,0
health,31,1,1241.15,2322.2,1,3,basic,side,no,0
auto,72,15,1589.69,3698.07,1,1,standard,none,no,0
